Actual_Days_for_Shipping,Predicted_Days_for_Shipping,Prediction_Error
2.0,2.0,0.0
6.0,4.0946,1.9054000000000002
4.0,4.2746,-0.2746000000000004
5.0,4.1232,0.8768000000000002
3.0,3.5563,-0.5562999999999998
4.0,4.0143,-0.014300000000000423
4.0,3.6897,0.3102999999999998
6.0,4.5444,1.4555999999999996
5.0,4.0406,0.9593999999999996
6.0,4.0389,1.9611
5.0,4.4258,0.5742000000000003
4.0,3.9718,0.028200000000000003
6.0,4.0268,1.9732000000000003
4.0,4.0183,-0.018299999999999983
4.0,4.0061,-0.006099999999999994
3.0,3.9695,-0.9695
5.0,4.2339,0.7660999999999998
4.0,4.0115,-0.011499999999999844
2.0,2.0,0.0
2.0,3.9806,-1.9806
5.0,3.8647,1.1353
4.0,3.9214,0.07859999999999978
3.0,3.9457,-0.9457
2.0,3.8968,-1.8967999999999998
2.0,3.9823,-1.9823
2.0,3.9543,-1.9543
6.0,4.1572,1.8428000000000004
5.0,4.1954,0.8045999999999998
6.0,4.172,1.8280000000000003
5.0,3.7321,1.2679
2.0,3.7377,-1.7376999999999998
2.0,4.0537,-2.0537
3.0,3.9905,-0.9904999999999999
2.0,2.0,0.0
3.0,3.9762,-0.9762
4.0,3.9025,0.09750000000000014
2.0,3.2256,-1.2256
3.0,4.0448,-1.0448000000000004
1.0,0.9926,0.007399999999999962
2.0,2.0,0.0
2.0,4.831,-2.8310000000000004
6.0,4.0114,1.9886
2.0,3.8961,-1.8961000000000001
3.0,3.7591,-0.7591000000000001
2.0,3.9393,-1.9392999999999998
3.0,3.9265,-0.9264999999999999
2.0,3.778,-1.778
6.0,3.955,2.045
3.0,3.9706,-0.9706000000000001
4.0,4.1127,-0.11270000000000024
4.0,4.055,-0.054999999999999716
3.0,3.6362,-0.6362000000000001
3.0,3.9106,-0.9106000000000001
5.0,3.9578,1.0421999999999998
2.0,2.0,0.0
4.0,4.0698,-0.06979999999999986
5.0,3.7976,1.2024
2.0,2.0,0.0
3.0,3.9908,-0.9908000000000001
2.0,3.7561,-1.7561
2.0,3.4321,-1.4321000000000002
2.0,2.0,0.0
2.0,2.0,0.0
5.0,4.018,0.9820000000000002
4.0,3.9926,0.007400000000000073
2.0,3.8141,-1.8140999999999998
0.0,0.0,0.0
2.0,3.7409,-1.7409
1.0,0.9926,0.007399999999999962
5.0,4.1442,0.8558000000000003
4.0,4.1283,-0.1283000000000003
2.0,2.0,0.0
5.0,4.3151,0.6848999999999998
2.0,3.9074,-1.9074
2.0,3.8763,-1.8763
5.0,3.9182,1.0817999999999999
5.0,4.0284,0.9715999999999996
4.0,3.7582,0.24180000000000001
2.0,2.0,0.0
3.0,3.9765,-0.9765000000000001
2.0,2.0,0.0
4.0,3.9988,0.0011999999999998678
6.0,4.0172,1.9828000000000001
6.0,4.1355,1.8644999999999996
5.0,3.9106,1.0894
2.0,2.0,0.0
2.0,2.0,0.0
3.0,3.8145,-0.8144999999999998
2.0,2.0,0.0
3.0,3.8831,-0.8831000000000002
2.0,3.9772,-1.9771999999999998
6.0,4.2494,1.7506000000000004
4.0,3.84,0.16000000000000014
3.0,4.0149,-1.0149
2.0,2.0,0.0
6.0,3.994,2.006
4.0,3.9593,0.04070000000000018
6.0,3.9926,2.0074
2.0,2.0,0.0
2.0,2.0,0.0
2.0,2.0,0.0
5.0,3.9698,1.0301999999999998
2.0,2.0,0.0
3.0,3.67,-0.6699999999999999
3.0,3.8394,-0.8393999999999999
5.0,4.0316,0.9683999999999999
2.0,2.0,0.0
6.0,3.9611,2.0389
6.0,3.9969,2.0031
4.0,3.9792,0.02079999999999993
5.0,4.4294,0.5705999999999998
6.0,4.337,1.6630000000000003
2.0,3.8463,-1.8462999999999998
5.0,4.1326,0.8674
6.0,4.0197,1.9802999999999997
2.0,3.9679,-1.9679000000000002
2.0,4.2277,-2.2276999999999996
2.0,2.0,0.0
6.0,4.1606,1.8394000000000004
3.0,3.8061,-0.8060999999999998
2.0,3.765,-1.7650000000000001
6.0,3.9755,2.0245
4.0,4.0165,-0.016499999999999737
6.0,4.1545,1.8455000000000004
5.0,4.295,0.7050000000000001
3.0,3.9172,-0.9171999999999998
5.0,4.2694,0.7305999999999999
5.0,4.0468,0.9531999999999998
2.0,2.0,0.0
2.0,3.9438,-1.9438
2.0,2.0,0.0
6.0,4.605,1.3949999999999996
6.0,3.997,2.003
0.0,0.0,0.0
2.0,4.0928,-2.0928000000000004
3.0,3.9161,-0.9161000000000001
2.0,3.9829,-1.9828999999999999
4.0,4.0213,-0.021300000000000097
5.0,3.9968,1.0032
2.0,2.0,0.0
6.0,4.003,1.9969999999999999
3.0,3.7524,-0.7524000000000002
5.0,4.3246,0.6753999999999998
5.0,4.4456,0.5544000000000002
2.0,3.9934,-1.9933999999999998
2.0,2.0,0.0
4.0,4.004,-0.0039999999999995595
5.0,3.9933,1.0067
5.0,4.0289,0.9710999999999999
1.0,0.9929,0.007099999999999995
6.0,4.0366,1.9634
2.0,3.8218,-1.8218
4.0,4.1688,-0.16880000000000006
3.0,3.9654,-0.9653999999999998
3.0,4.0109,-1.0109000000000004
5.0,3.9505,1.0495
6.0,4.2267,1.7732999999999999
5.0,4.0706,0.9294000000000002
4.0,3.9516,0.0484
2.0,2.0,0.0
1.0,0.99,0.010000000000000009
4.0,3.9854,0.014600000000000168
3.0,3.69,-0.69
5.0,3.9913,1.0087000000000002
2.0,3.9939,-1.9939
5.0,3.9177,1.0823
2.0,2.0,0.0
0.0,0.0,0.0
2.0,2.0,0.0
2.0,3.9663,-1.9663
5.0,4.3045,0.6955
3.0,4.0456,-1.0456000000000003
3.0,4.2125,-1.2125000000000004
4.0,4.1399,-0.1398999999999999
3.0,3.9542,-0.9542000000000002
5.0,4.1301,0.8699000000000003
2.0,2.0,0.0
3.0,3.9067,-0.9066999999999998
2.0,3.5153,-1.5152999999999999
2.0,2.0,0.0
6.0,3.9651,2.0349
2.0,3.9257,-1.9257
2.0,2.0,0.0
5.0,4.0597,0.9402999999999997
4.0,3.9885,0.011499999999999844
2.0,2.0,0.0
4.0,4.0272,-0.02719999999999967
5.0,4.2463,0.7537000000000003
4.0,3.9557,0.044299999999999784
5.0,3.9942,1.0057999999999998
4.0,3.989,0.01100000000000012
4.0,4.1421,-0.14210000000000012
1.0,0.9926,0.007399999999999962
2.0,3.9632,-1.9632
6.0,4.133,1.867
2.0,3.9722,-1.9722
6.0,4.0413,1.9587000000000003
5.0,4.0701,0.9299
0.0,0.0,0.0
3.0,4.014,-1.0140000000000002
0.0,0.0,0.0
2.0,2.0,0.0
5.0,4.0658,0.9341999999999997
0.0,0.0,0.0
5.0,3.6723,1.3277
2.0,2.0,0.0
3.0,3.9638,-0.9638
6.0,4.4029,1.5971000000000002
4.0,3.9617,0.0383
2.0,3.4215,-1.4215
3.0,3.9868,-0.9868000000000001
2.0,3.871,-1.871
3.0,3.723,-0.7229999999999999
6.0,3.9127,2.0873
2.0,2.0,0.0
2.0,2.0,0.0
3.0,4.0376,-1.0376000000000003
6.0,4.0353,1.9646999999999997
3.0,3.887,-0.887
2.0,2.0,0.0
2.0,3.7711,-1.7711000000000001
2.0,2.0,0.0
2.0,3.9152,-1.9152
4.0,4.2657,-0.2656999999999998
6.0,4.0091,1.9909
3.0,4.31,-1.3099999999999996
2.0,2.0,0.0
2.0,3.8065,-1.8065000000000002
4.0,4.0645,-0.06449999999999978
4.0,4.01,-0.009999999999999787
2.0,2.0,0.0
4.0,3.789,0.21099999999999985
2.0,2.0,0.0
2.0,2.0,0.0
6.0,4.2683,1.7317
5.0,3.9998,1.0002
4.0,3.8166,0.18339999999999979
2.0,3.9478,-1.9478
2.0,2.0,0.0
6.0,4.173,1.827
2.0,3.9583,-1.9583
3.0,3.9713,-0.9712999999999998
6.0,4.149,1.851
5.0,3.8279,1.1721
3.0,4.0159,-1.0159000000000002
6.0,4.2821,1.7179000000000002
1.0,0.9929,0.007099999999999995
2.0,2.0,0.0
4.0,4.0107,-0.010699999999999932
2.0,3.4138,-1.4138000000000002
2.0,3.7469,-1.7469000000000001
6.0,4.0109,1.9890999999999996
2.0,2.0,0.0
4.0,3.9226,0.07739999999999991
5.0,4.0416,0.9584000000000001
3.0,3.9836,-0.9836
2.0,3.6783,-1.6783000000000001
5.0,3.9636,1.0364
4.0,3.9931,0.006899999999999906
4.0,3.8882,0.11180000000000012
4.0,4.0164,-0.01639999999999997
5.0,4.0559,0.9440999999999997
6.0,4.0468,1.9531999999999998
3.0,3.9124,-0.9123999999999999
4.0,4.2265,-0.2264999999999997
5.0,3.9987,1.0013
1.0,0.9914,0.008600000000000052
4.0,4.0592,-0.0591999999999997
2.0,2.0,0.0
5.0,4.0048,0.9951999999999996
2.0,3.9879,-1.9878999999999998
2.0,4.0538,-2.0538
5.0,4.5834,0.41659999999999986
1.0,0.9926,0.007399999999999962
2.0,2.0,0.0
4.0,4.3327,-0.3327
4.0,3.9456,0.05439999999999978
2.0,3.857,-1.8570000000000002
4.0,4.0464,-0.04640000000000022
2.0,2.0,0.0
6.0,3.9297,2.0703
2.0,3.6482,-1.6482
0.0,0.0,0.0
5.0,3.9739,1.0261
4.0,4.2415,-0.24150000000000027
2.0,3.9547,-1.9546999999999999
5.0,4.305,0.6950000000000003
5.0,4.0815,0.9184999999999999
2.0,3.9594,-1.9594
4.0,4.3803,-0.3803000000000001
2.0,4.0148,-2.0148
6.0,3.8659,2.1341
4.0,4.0214,-0.021399999999999864
6.0,4.2499,1.7500999999999998
6.0,4.0557,1.9443000000000001
5.0,3.808,1.1920000000000002
3.0,3.9143,-0.9142999999999999
3.0,3.7638,-0.7637999999999998
4.0,3.9199,0.08009999999999984
4.0,4.172,-0.1719999999999997
5.0,4.0466,0.9534000000000002
4.0,4.3135,-0.31350000000000033
2.0,2.0,0.0
2.0,3.7074,-1.7073999999999998
5.0,4.3015,0.6985000000000001
2.0,3.7929,-1.7929
3.0,4.1407,-1.1406999999999998
5.0,4.2097,0.7903000000000002
5.0,4.0935,0.9065000000000003
6.0,3.9834,2.0166
4.0,4.1497,-0.14970000000000017
3.0,4.0304,-1.0304000000000002
2.0,2.0,0.0
4.0,3.8533,0.14670000000000005
4.0,3.777,0.22299999999999986
0.0,0.0,0.0
6.0,3.9503,2.0497
3.0,4.1035,-1.1035000000000004
2.0,2.8877,-0.8877000000000002
2.0,3.9361,-1.9361000000000002
2.0,3.9572,-1.9571999999999998
6.0,4.1337,1.8662999999999998
5.0,3.9638,1.0362
2.0,2.0,0.0
2.0,4.0029,-2.0029000000000003
3.0,3.5643,-0.5642999999999998
3.0,3.6999,-0.6999
6.0,4.0527,1.9473000000000003
5.0,3.8572,1.1427999999999998
2.0,2.0,0.0
6.0,4.005,1.995
4.0,3.8495,0.15050000000000008
3.0,3.9789,-0.9788999999999999
2.0,2.0,0.0
4.0,4.0644,-0.06440000000000001
5.0,3.7786,1.2214
4.0,4.4596,-0.4596
2.0,2.0,0.0
3.0,3.8308,-0.8308
5.0,4.0033,0.9966999999999997
4.0,3.9906,0.009399999999999853
4.0,3.9799,0.020099999999999785
2.0,3.9,-1.9
6.0,3.9754,2.0246
2.0,2.0,0.0
6.0,3.9009,2.0991
4.0,4.0123,-0.012299999999999756
6.0,4.0544,1.9455999999999998
5.0,3.9937,1.0063
4.0,4.0262,-0.026200000000000223
3.0,3.5486,-0.5486
6.0,4.0846,1.9154
3.0,3.9681,-0.9681000000000002
2.0,2.0,0.0
4.0,3.9365,0.06349999999999989
2.0,3.9968,-1.9968
2.0,3.5107,-1.5107
2.0,2.0,0.0
6.0,3.8799,2.1201
2.0,2.0,0.0
2.0,2.0,0.0
3.0,3.8631,-0.8631000000000002
5.0,4.083,0.9169999999999998
2.0,3.9619,-1.9619
2.0,3.989,-1.9889999999999999
1.0,0.9906,0.009399999999999964
3.0,3.9899,-0.9899
5.0,3.9984,1.0015999999999998
2.0,2.0,0.0
4.0,3.9217,0.07830000000000004
2.0,3.9779,-1.9779
6.0,4.0631,1.9368999999999996
2.0,3.9595,-1.9594999999999998
6.0,4.0133,1.9867
4.0,3.937,0.06300000000000017
3.0,3.8926,-0.8925999999999998
5.0,4.0522,0.9478
6.0,4.0598,1.9402
3.0,3.7034,-0.7033999999999998
6.0,3.9569,2.0431
2.0,2.0,0.0
2.0,2.0,0.0
3.0,4.0379,-1.0378999999999996
2.0,3.9825,-1.9825
5.0,4.1472,0.8528000000000002
2.0,4.0523,-2.0523
4.0,3.9461,0.05390000000000006
2.0,3.9442,-1.9442
5.0,3.9816,1.0184000000000002
3.0,3.5345,-0.5345
0.0,0.0,0.0
0.0,0.0,0.0
2.0,2.0,0.0
5.0,4.0166,0.9833999999999996
2.0,2.0,0.0
4.0,4.0038,-0.0038000000000000256
2.0,3.9619,-1.9619
2.0,3.9231,-1.9230999999999998
5.0,4.0238,0.9762000000000004
5.0,4.0215,0.9785000000000004
2.0,3.82,-1.8199999999999998
3.0,3.9804,-0.9803999999999999
6.0,4.1818,1.8182
2.0,2.0,0.0
4.0,3.9847,0.01529999999999987
2.0,2.0,0.0
3.0,3.9375,-0.9375
3.0,3.9268,-0.9268000000000001
4.0,4.0651,-0.06510000000000016
4.0,3.8878,0.11220000000000008
3.0,3.9349,-0.9348999999999998
3.0,3.7803,-0.7803
2.0,2.0,0.0
3.0,3.6136,-0.6135999999999999
2.0,2.0,0.0
2.0,3.9531,-1.9531
2.0,2.5786,-0.5785999999999998
5.0,3.9143,1.0857
3.0,3.8518,-0.8517999999999999
6.0,4.2704,1.7295999999999996
6.0,4.0723,1.9276999999999997
2.0,2.0,0.0
5.0,3.8854,1.1145999999999998
6.0,4.2404,1.7595999999999998
0.0,0.0,0.0
2.0,2.0,0.0
3.0,3.8729,-0.8729
5.0,4.0597,0.9402999999999997
4.0,4.0381,-0.03810000000000002
2.0,3.9573,-1.9573
6.0,4.1281,1.8719000000000001
4.0,4.135,-0.1349999999999998
2.0,2.0,0.0
6.0,4.0218,1.9782000000000002
3.0,3.5106,-0.5106000000000002
6.0,4.0871,1.9128999999999996
3.0,3.9449,-0.9449000000000001
6.0,3.8985,2.1015
2.0,2.0,0.0
3.0,4.0595,-1.0594999999999999
0.0,0.0,0.0
2.0,3.7314,-1.7313999999999998
5.0,4.2034,0.7965999999999998
4.0,3.9791,0.02090000000000014
0.0,0.0,0.0
2.0,2.0,0.0
0.0,0.0,0.0
6.0,4.0814,1.9185999999999996
1.0,0.9914,0.008600000000000052
6.0,3.9162,2.0838
2.0,2.0,0.0
2.0,2.0,0.0
4.0,3.9846,0.01540000000000008
4.0,4.0033,-0.0033000000000003027
3.0,3.7939,-0.7938999999999998
3.0,3.9674,-0.9674
2.0,3.5212,-1.5211999999999999
3.0,3.9496,-0.9496000000000002
2.0,3.7128,-1.7128
1.0,0.9926,0.007399999999999962
5.0,4.1431,0.8569000000000004
2.0,3.6553,-1.6553
3.0,4.0887,-1.0887000000000002
6.0,4.0256,1.9744000000000002
6.0,4.0041,1.9958999999999998
6.0,4.0126,1.9874
2.0,2.0,0.0
2.0,2.0,0.0
4.0,3.9965,0.0034999999999998366
6.0,3.9225,2.0775
4.0,3.8867,0.11330000000000018
2.0,4.1029,-2.1029
2.0,3.9142,-1.9142000000000001
3.0,4.3924,-1.3924000000000003
5.0,4.0491,0.9508999999999999
6.0,4.029,1.971
2.0,3.717,-1.717
6.0,4.0189,1.9810999999999996
2.0,3.9796,-1.9796
3.0,3.9246,-0.9245999999999999
2.0,3.9526,-1.9526
2.0,3.9595,-1.9594999999999998
2.0,4.4079,-2.4078999999999997
4.0,3.9584,0.04159999999999986
3.0,4.0058,-1.0057999999999998
6.0,4.0209,1.9790999999999999
2.0,2.0,0.0
5.0,4.0308,0.9691999999999998
4.0,3.9912,0.008799999999999919
2.0,2.0,0.0
2.0,2.0,0.0
2.0,2.0,0.0
0.0,0.0,0.0
4.0,4.0311,-0.03110000000000035
5.0,3.9656,1.0344000000000002
2.0,3.429,-1.4289999999999998
4.0,4.1135,-0.11350000000000016
4.0,3.8866,0.11339999999999995
2.0,3.8314,-1.8314
3.0,4.0097,-1.0096999999999996
5.0,4.0028,0.9972000000000003
2.0,3.9717,-1.9716999999999998
3.0,3.7316,-0.7315999999999998
2.0,3.9785,-1.9785
2.0,3.7144,-1.7144
5.0,4.0153,0.9847000000000001
3.0,3.977,-0.9769999999999999
5.0,3.8834,1.1166
1.0,0.9914,0.008600000000000052
2.0,3.6359,-1.6359
3.0,3.9439,-0.9439000000000002
6.0,3.9959,2.0041
2.0,4.0379,-2.0378999999999996
3.0,3.9024,-0.9024000000000001
4.0,3.9136,0.08639999999999981
2.0,3.8421,-1.8420999999999998
2.0,2.0,0.0
3.0,3.8902,-0.8902000000000001
5.0,4.1298,0.8701999999999996
4.0,4.0223,-0.02230000000000043
3.0,3.947,-0.9470000000000001
6.0,4.0801,1.9199000000000002
2.0,2.0,0.0
6.0,4.2323,1.7676999999999996
4.0,3.8937,0.10630000000000006
2.0,2.0,0.0
5.0,3.9992,1.0008
3.0,3.9774,-0.9773999999999998
2.0,3.9789,-1.9788999999999999
2.0,2.0,0.0
5.0,4.0958,0.9042000000000003
3.0,3.9105,-0.9104999999999999
1.0,0.988,0.01200000000000001
3.0,3.9531,-0.9531000000000001
6.0,4.0195,1.9805000000000001
6.0,4.0523,1.9477000000000002
3.0,4.2873,-1.2873
5.0,3.9577,1.0423
4.0,3.9743,0.025700000000000056
3.0,3.8937,-0.8936999999999999
6.0,4.7335,1.2664999999999997
2.0,2.0,0.0
2.0,2.0,0.0
6.0,4.1811,1.8189000000000002
4.0,4.3011,-0.3010999999999999
5.0,4.0559,0.9440999999999997
5.0,4.3295,0.6704999999999997
4.0,4.0619,-0.06189999999999962
4.0,4.16,-0.16000000000000014
2.0,2.0,0.0
6.0,4.4596,1.5404
6.0,4.106,1.8940000000000001
6.0,4.0094,1.9905999999999997
1.0,0.9889,0.011099999999999999
1.0,0.9929,0.007099999999999995
4.0,4.1188,-0.11880000000000024
3.0,3.9246,-0.9245999999999999
2.0,2.0,0.0
6.0,4.3995,1.6005000000000003
2.0,3.8613,-1.8613
6.0,4.007,1.9930000000000003
3.0,3.9484,-0.9483999999999999
6.0,4.4608,1.5392000000000001
4.0,3.9752,0.024799999999999933
5.0,4.0802,0.9198000000000004
3.0,4.3037,-1.3037
2.0,2.0,0.0
0.0,0.0,0.0
2.0,3.6512,-1.6511999999999998
6.0,4.0161,1.9839000000000002
2.0,2.0,0.0
2.0,3.4611,-1.4611
2.0,2.0,0.0
3.0,4.0504,-1.0503999999999998
3.0,4.2022,-1.2022000000000004
3.0,3.9683,-0.9683000000000002
4.0,3.9828,0.017199999999999882
4.0,4.019,-0.019000000000000128
3.0,3.987,-0.9870000000000001
2.0,2.0,0.0
2.0,3.9697,-1.9697
2.0,3.9516,-1.9516
2.0,2.0,0.0
4.0,4.0414,-0.041400000000000325
4.0,3.7286,0.27139999999999986
2.0,2.0,0.0
2.0,3.9745,-1.9745
6.0,4.7186,1.2813999999999997
5.0,4.0874,0.9126000000000003
5.0,3.9861,1.0139
2.0,3.9537,-1.9537
5.0,3.984,1.016
5.0,3.9979,1.0021
4.0,3.428,0.5720000000000001
6.0,4.0114,1.9886
6.0,3.8536,2.1464
4.0,4.4692,-0.46919999999999984
6.0,4.364,1.6360000000000001
2.0,2.0,0.0
4.0,3.939,0.06099999999999994
2.0,2.0,0.0
2.0,2.0,0.0
4.0,4.0277,-0.02770000000000028
4.0,4.0927,-0.09269999999999978
2.0,2.0,0.0
0.0,0.0,0.0
1.0,0.9909,0.009099999999999997
4.0,3.9588,0.0411999999999999
4.0,4.1652,-0.16519999999999957
5.0,4.0051,0.9949000000000003
3.0,3.9043,-0.9043000000000001
5.0,4.0049,0.9950999999999999
6.0,4.2586,1.7413999999999996
2.0,3.7936,-1.7936
5.0,4.2359,0.7641
2.0,3.7717,-1.7717
3.0,3.9964,-0.9964
0.0,0.0,0.0
5.0,3.9111,1.0889000000000002
2.0,3.897,-1.8969999999999998
2.0,2.0,0.0
2.0,3.9905,-1.9905
3.0,4.4007,-1.4006999999999996
4.0,4.006,-0.006000000000000227
5.0,4.3561,0.6439000000000004
5.0,3.9756,1.0244
2.0,3.9049,-1.9049
5.0,4.2203,0.7797000000000001
2.0,3.9576,-1.9575999999999998
4.0,4.163,-0.16300000000000026
3.0,3.9649,-0.9649000000000001
2.0,3.8355,-1.8355000000000001
2.0,3.8746,-1.8746
6.0,4.1481,1.8518999999999997
6.0,3.8721,2.1279
3.0,3.9786,-0.9786000000000001
5.0,3.9386,1.0614
2.0,3.9878,-1.9878
2.0,2.0,0.0
5.0,4.0694,0.9306000000000001
4.0,4.1031,-0.10310000000000041
5.0,4.017,0.9829999999999997
2.0,2.0,0.0
4.0,4.0637,-0.06369999999999987
4.0,4.0617,-0.06170000000000009
2.0,3.6424,-1.6423999999999999
2.0,2.0,0.0
5.0,4.1652,0.8348000000000004
5.0,4.2614,0.7385999999999999
4.0,3.9837,0.016300000000000203
2.0,3.896,-1.896
4.0,3.8291,0.17090000000000005
5.0,4.0851,0.9149000000000003
2.0,4.0519,-2.0519
4.0,4.0238,-0.0237999999999996
5.0,4.0326,0.9673999999999996
0.0,0.0,0.0
2.0,3.6708,-1.6707999999999998
3.0,3.9917,-0.9916999999999998
6.0,4.3784,1.6216
4.0,3.7953,0.20469999999999988
2.0,2.0,0.0
2.0,2.0,0.0
2.0,3.9577,-1.9577
2.0,3.9785,-1.9785
4.0,3.9614,0.03860000000000019
2.0,3.914,-1.9140000000000001
3.0,3.9889,-0.9889000000000001
6.0,3.9558,2.0442
2.0,3.9311,-1.9310999999999998
3.0,4.1088,-1.1087999999999996
5.0,4.0717,0.9283000000000001
4.0,3.9842,0.015800000000000036
0.0,0.0,0.0
3.0,4.0749,-1.0749000000000004
2.0,2.0,0.0
6.0,4.1981,1.8018999999999998
6.0,4.4586,1.5414000000000003
6.0,4.4901,1.5099
3.0,4.0007,-1.0007000000000001
5.0,4.0661,0.9339000000000004
4.0,3.9755,0.02450000000000019
6.0,3.9838,2.0162
3.0,3.9861,-0.9861
2.0,3.8443,-1.8443
4.0,3.9617,0.0383
5.0,3.9672,1.0328
2.0,3.9064,-1.9064
3.0,3.9972,-0.9971999999999999
2.0,3.7644,-1.7644000000000002
4.0,3.7364,0.26359999999999983
3.0,4.0173,-1.0172999999999996
4.0,3.8886,0.11140000000000017
4.0,3.9309,0.06910000000000016
4.0,3.9844,0.015600000000000058
2.0,3.9777,-1.9777
5.0,3.9975,1.0025
2.0,3.6728,-1.6728
2.0,3.1711,-1.1711
2.0,2.0,0.0
1.0,0.9871,0.012900000000000023
4.0,3.9635,0.0365000000000002
5.0,4.0365,0.9634999999999998
3.0,4.0729,-1.0728999999999997
3.0,3.9264,-0.9264000000000001
3.0,3.7551,-0.7551000000000001
5.0,4.0232,0.9767999999999999
4.0,3.9917,0.008300000000000196
2.0,2.0,0.0
6.0,4.0561,1.9439000000000002
2.0,3.8806,-1.8805999999999998
3.0,3.7929,-0.7928999999999999
4.0,3.9892,0.010800000000000143
5.0,3.985,1.0150000000000001
4.0,3.9973,0.0026999999999999247
2.0,3.4512,-1.4512
2.0,3.9672,-1.9672
2.0,3.217,-1.217
6.0,4.0835,1.9165
2.0,2.0,0.0
5.0,3.5583,1.4417
4.0,4.1197,-0.11969999999999992
3.0,3.9584,-0.9584000000000001
4.0,3.9699,0.030100000000000016
6.0,3.9112,2.0888
4.0,3.9429,0.05710000000000015
5.0,4.4565,0.5434999999999999
5.0,4.0477,0.9523000000000001
3.0,3.9653,-0.9653
6.0,4.5635,1.4364999999999997
6.0,4.0526,1.9474
2.0,3.9165,-1.9165
3.0,3.9738,-0.9738000000000002
2.0,2.0,0.0
1.0,0.9926,0.007399999999999962
3.0,3.9983,-0.9983
4.0,3.9432,0.05679999999999996
1.0,0.9906,0.009399999999999964
3.0,3.9316,-0.9316
0.0,0.0,0.0
2.0,3.8302,-1.8302
3.0,4.3957,-1.3956999999999997
2.0,2.0,0.0
6.0,4.0248,1.9752
2.0,3.1575,-1.1575000000000002
5.0,4.0031,0.9969000000000001
6.0,4.0539,1.9461000000000004
6.0,4.4348,1.5652
6.0,4.0196,1.9804000000000004
2.0,3.9454,-1.9453999999999998
2.0,3.5606,-1.5606
3.0,3.9798,-0.9798
6.0,3.904,2.096
2.0,2.0,0.0
2.0,2.0,0.0
5.0,4.0703,0.9297000000000004
6.0,3.9842,2.0158
2.0,2.0,0.0
5.0,4.0103,0.9897
4.0,3.9403,0.059699999999999864
2.0,2.0,0.0
5.0,4.049,0.9509999999999996
3.0,3.9867,-0.9866999999999999
3.0,3.9882,-0.9882
4.0,4.0312,-0.031200000000000117
2.0,3.96,-1.96
5.0,4.0593,0.9406999999999996
6.0,3.9926,2.0074
4.0,3.7578,0.24219999999999997
2.0,2.0,0.0
3.0,3.9687,-0.9687000000000001
2.0,3.7765,-1.7765
3.0,3.9763,-0.9763000000000002
5.0,3.9728,1.0272000000000001
5.0,3.9875,1.0125000000000002
5.0,4.1427,0.8573000000000004
0.0,0.0,0.0
5.0,4.0018,0.9981999999999998
4.0,3.9514,0.04859999999999998
5.0,4.0591,0.9409000000000001
2.0,2.0,0.0
5.0,4.0385,0.9615
2.0,3.8914,-1.8914
6.0,4.0067,1.9932999999999996
2.0,3.9751,-1.9750999999999999
2.0,3.9338,-1.9338000000000002
4.0,3.9863,0.013700000000000045
3.0,3.9739,-0.9739
6.0,4.0659,1.9341
3.0,4.0147,-1.0147000000000004
3.0,3.932,-0.9319999999999999
2.0,3.6817,-1.6817000000000002
2.0,3.7669,-1.7669000000000001
4.0,3.938,0.06199999999999983
5.0,3.9681,1.0318999999999998
2.0,3.9388,-1.9388
2.0,3.5624,-1.5623999999999998
4.0,3.9322,0.06780000000000008
5.0,3.9964,1.0036
5.0,3.9971,1.0029
4.0,3.9778,0.02220000000000022
2.0,2.0,0.0
1.0,0.9916,0.008399999999999963
0.0,0.0,0.0
2.0,4.1632,-2.1632
4.0,3.9506,0.04939999999999989
3.0,3.9799,-0.9799000000000002
4.0,4.1053,-0.10529999999999973
2.0,2.0,0.0
2.0,3.9744,-1.9744000000000002
2.0,2.0,0.0
0.0,0.0,0.0
4.0,3.9788,0.021199999999999886
2.0,3.7252,-1.7252
2.0,4.0009,-2.0008999999999997
2.0,3.9069,-1.9068999999999998
5.0,3.9675,1.0325000000000002
4.0,3.7886,0.2113999999999998
5.0,4.074,0.9260000000000002
3.0,3.9242,-0.9241999999999999
4.0,4.0813,-0.0812999999999997
2.0,2.0,0.0
2.0,2.0,0.0
5.0,3.7195,1.2805
0.0,0.0,0.0
3.0,3.9337,-0.9337
6.0,4.033,1.9669999999999996
4.0,4.0724,-0.07240000000000002
2.0,3.9832,-1.9832
4.0,4.1269,-0.1269
6.0,4.2667,1.7332999999999998
4.0,4.3085,-0.30850000000000044
5.0,4.1032,0.8967999999999998
3.0,4.0563,-1.0563000000000002
4.0,3.9631,0.036900000000000155
2.0,3.9115,-1.9115000000000002
6.0,3.9271,2.0729
6.0,4.0001,1.9999000000000002
6.0,4.0366,1.9634
4.0,3.9447,0.055299999999999905
4.0,3.9315,0.06849999999999978
2.0,2.0,0.0
6.0,4.3855,1.6144999999999996
2.0,2.0,0.0
2.0,2.0,0.0
2.0,2.0,0.0
3.0,3.7609,-0.7608999999999999
6.0,4.3345,1.6654999999999998
4.0,3.9624,0.037599999999999856
2.0,2.0,0.0
2.0,2.0,0.0
2.0,3.9583,-1.9583
2.0,2.0,0.0
4.0,4.0096,-0.009599999999999831
5.0,3.8219,1.1781000000000001
2.0,2.0,0.0
4.0,4.0102,-0.010200000000000209
6.0,4.2721,1.7279
2.0,2.0,0.0
3.0,3.616,-0.6160000000000001
